"GEOID","king_county","RPL_THEMES_QUARTILE_WA","RPL_THEMES_QUARTILE_KC","PED3_16_20","PFAMINCGE125K16_20","PPROF16_20","AFFLUENCE16_20_armcreate","affluence_quartile_WA","affluence_quartile_KC","perc_burden_gte30_quartile_WA","perc_burden_gte30_quartile_KC","perc_renter_quartile_WA","perc_renter_quartile_KC","perc_lt150poverty_quartile_WA","perc_lt150poverty_quartile_KC","medianincome_quartile_WA","medianincome_quartile_KC","perc_unemployed_quartile_WA","perc_unemployed_quartile_KC","perc_novehicle_quartile_WA","perc_novehicle_quartile_KC"
53033006900,TRUE,1,1,0.7484025359154,0.6346922516823,0.6441223621368,0.6757390499115,1,2,2,2,3,2,1,1,1,1,1,1,4,3
53033007001,TRUE,3,3,0.6849654912949,0.7675438523293,0.6703207492828,0.707610030969,1,1,4,4,4,4,2,3,1,3,4,4,4,4
53033007002,TRUE,2,3,0.6338451504707,0.7853658795357,0.6952312588692,0.704814096291867,1,1,4,4,4,4,2,3,1,2,1,2,4,4
53033007101,TRUE,1,2,0.6900958418846,0.5034965276718,0.7189235091209,0.637505292892433,1,2,3,3,4,4,2,3,1,1,2,2,4,4
53033007102,TRUE,1,1,0.7674219608307,0.5152027010918,0.690211892128,0.6576121846835,1,2,3,3,4,4,1,1,1,1,1,1,4,4
53033007201,TRUE,2,3,0.8190158605576,0.6466535329819,0.7600671052933,0.7419121662776,1,1,4,4,4,4,4,4,1,1,1,1,4,4
53033007202,TRUE,2,2,0.8472171425819,0.7425473928452,0.7428121566772,0.777525564034767,1,1,1,1,4,4,1,2,1,1,2,3,4,4
53033007203,TRUE,2,2,0.7591108083725,0.8203592896461,0.6233320832253,0.734267393747967,1,1,1,1,4,4,2,3,1,1,1,1,4,4
53033007301,TRUE,2,3,0.6367431879044,0.6875,0.6967741847038,0.673672457536067,1,2,4,3,4,4,3,3,1,2,4,4,4,4
53033007302,TRUE,2,3,0.7483134269714,0.7251772880554,0.711711704731,0.728400806585933,1,1,4,4,4,4,2,3,1,1,3,3,4,4
53033007303,TRUE,2,3,0.8150851726532,0.5749999880791,0.8839505910873,0.7580119172732,1,1,2,2,4,4,1,2,1,1,3,3,4,4
53033007403,TRUE,1,2,0.8018867969513,0.6390728354454,0.687751352787,0.709570328394567,1,1,4,4,4,4,2,3,1,2,1,1,4,4
53033007404,TRUE,1,1,0.7943037748337,0.7225130796432,0.7329821586609,0.749933004379267,1,1,3,3,4,4,1,2,1,1,1,1,4,4
53033007405,TRUE,4,4,0.5224205255508,0.3003095984459,0.5053216218948,0.442683915297167,2,3,4,4,4,4,3,4,2,3,4,4,4,4
53033007406,TRUE,2,2,0.6399999856949,0.7215189933777,0.7283298373222,0.6966162721316,1,1,4,4,4,4,4,4,2,3,2,2,4,4
53033007501,TRUE,2,2,0.6497021913528,0.8829431533813,0.7040784955025,0.7455746134122,1,1,4,3,4,4,3,4,1,2,2,3,4,4
53033007502,TRUE,2,3,0.7926123738289,0.3103448152542,0.7530009150505,0.618652701377867,1,2,4,4,4,4,3,4,1,3,2,3,4,4
53033007503,TRUE,2,2,0.6786279678345,0.074509806931,0.6882255673409,0.4804544473688,1,3,4,4,4,4,3,3,1,2,1,1,4,4
53033007600,TRUE,2,3,0.801692545414,0.5083857178688,0.682745218277,0.664274493853267,1,2,3,2,4,3,3,3,1,2,3,3,4,4
53033007700,TRUE,1,2,0.7505974173546,0.5174283385277,0.6739237904549,0.647316515445733,1,2,2,2,3,3,1,2,1,2,1,2,4,4
53033007800,TRUE,1,1,0.8156146407127,0.8175591230392,0.7045648097992,0.7792461911837,1,1,2,2,2,2,1,1,1,1,1,1,1,1
53033007901,TRUE,3,3,0.6909722089767,0.5433526039124,0.768663585186,0.667662799358367,1,2,2,2,4,4,3,4,1,2,4,4,4,4
53033007902,TRUE,3,3,0.6635153889656,0.3504000008106,0.6826254725456,0.565513620773933,1,2,4,4,4,4,3,4,1,2,2,3,4,4
53033008002,TRUE,2,3,0.6503900885582,0.7147887349129,0.7733278274536,0.712835550308233,1,1,3,2,4,4,4,4,1,2,2,2,4,4
53033008003,TRUE,3,3,0.7867141962051,0.609090924263,0.7782989144325,0.724701344966867,1,1,3,3,4,4,2,3,1,1,3,3,4,4
53033008004,TRUE,1,1,0.8686155080795,0.8983481526375,0.8392053842545,0.8687230149905,1,1,2,1,4,4,1,2,1,1,3,3,4,4
53033008101,TRUE,3,3,0.6022727489471,0.7855669856071,0.7573270797729,0.7150556047757,1,1,4,3,4,4,3,4,1,2,1,1,4,4
53033008102,TRUE,4,4,0.5210280418396,0.6066066026688,0.5871886014938,0.5716077486674,1,2,4,3,4,4,4,4,2,3,4,4,4,4
53033008200,TRUE,2,2,0.728625535965,0.5370985269547,0.7315163016319,0.665746788183867,1,2,3,3,4,4,1,2,1,1,4,4,4,4
53033008300,TRUE,4,4,0.6163590550423,0.4785478711128,0.7472757697105,0.614060898621867,1,2,4,4,4,4,3,4,1,2,1,1,4,4
53033008401,TRUE,3,3,0.6125592589378,0.498141258955,0.6133810281754,0.5746938486894,1,2,3,3,4,4,2,2,1,2,1,1,4,4
53033008402,TRUE,1,2,0.7267513275146,0.4927536249161,0.7336065769196,0.6510371764501,1,2,4,4,4,4,1,2,1,2,1,1,4,4
53033008500,TRUE,3,4,0.4182692170143,0.4334862530231,0.619166135788,0.4903072019418,1,3,2,2,4,4,3,3,2,3,1,1,4,4
53033008600,TRUE,3,3,0.6268917322159,0.5161290168762,0.5801749229431,0.574398557345067,1,2,4,4,4,4,4,4,3,4,4,4,4,4
53033008700,TRUE,3,3,0.5585476756096,0.6099656224251,0.6261711716652,0.598228156566633,1,2,3,3,4,4,4,4,1,2,2,3,4,4
53033008800,TRUE,2,2,0.6972683668137,0.5765258073807,0.6705591082573,0.648117760817233,1,2,2,2,3,3,2,3,1,2,2,3,4,4
53033008900,TRUE,2,2,0.6404540538788,0.4823831021786,0.5755467414856,0.566127965847667,1,2,2,2,3,2,2,2,1,3,1,1,2,2
53033009000,TRUE,4,4,0.5208820700645,0.2589576542377,0.6325471401215,0.470795621474567,1,3,4,4,4,4,4,4,3,4,3,4,4,4
53033009100,TRUE,4,4,0.3358565866947,0.1486761718988,0.4749642312527,0.319832329948733,3,4,4,4,4,4,4,4,4,4,3,3,4,4
53033009200,TRUE,4,4,0.3852170407772,0.1262798607349,0.4434942007065,0.3183303674062,3,4,4,4,4,4,4,4,4,4,3,3,4,4
53033009300,TRUE,3,3,0.5618269443512,0.4280442595482,0.6519468426704,0.547272682189933,1,2,3,2,4,4,3,4,1,2,2,3,4,4
53033009400,TRUE,4,4,0.6139092445374,0.305875569582,0.5286173820496,0.482800732056333,1,3,3,3,4,4,2,3,3,4,3,4,4,4
53033009500,TRUE,2,2,0.6770222783089,0.7127478718758,0.673591196537,0.6877871155739,1,1,2,2,3,2,2,2,1,2,2,2,4,3
53033009600,TRUE,1,1,0.7137005925179,0.7272074222565,0.7294327020645,0.723446905612967,1,1,2,2,3,2,1,1,1,1,1,1,3,3
53033009701,TRUE,2,2,0.6865817904472,0.6227716803551,0.6444796323776,0.651277701059967,1,2,2,2,3,3,2,2,1,1,1,1,2,1
53033009702,TRUE,1,1,0.6626725792885,0.5994606018066,0.6513496041298,0.637827595074967,1,2,3,3,2,1,1,1,1,2,1,2,2,2
53033009801,TRUE,1,1,0.5934782624245,0.6012120842934,0.5763393044472,0.590343217055033,1,2,3,2,3,2,1,2,1,2,4,4,3,2
53033009802,TRUE,2,3,0.6521079540253,0.5321931838989,0.5653991103172,0.583233416080467,1,2,4,4,3,2,1,2,2,3,3,4,3,3
53033009900,TRUE,2,3,0.5647709369659,0.3564356565475,0.5803421139717,0.500516235828367,1,3,4,3,4,3,2,3,1,2,3,3,4,3
53033010001,TRUE,4,4,0.4076236188412,0.2745762765408,0.4260869622231,0.369428952535033,2,3,3,2,4,3,4,4,4,4,4,4,4,4
53033010002,TRUE,4,4,0.5422607064247,0.3344680666924,0.5846921801567,0.487140317757933,1,3,3,3,4,3,3,3,3,4,2,2,3,3
53033010101,TRUE,4,4,0.472125440836,0.4363256692886,0.4022698700428,0.436906993389133,2,3,4,4,4,4,4,4,3,4,2,3,4,4
53033010102,TRUE,1,2,0.6402748823166,0.5882353186607,0.5501828789711,0.592897693316133,1,2,2,1,2,2,2,2,1,2,1,1,3,2
53033010200,TRUE,1,2,0.6827731132507,0.6208530664444,0.6136044859886,0.639076888561233,1,2,2,2,2,1,2,2,1,2,1,1,3,2
53033010301,TRUE,3,3,0.4509183168411,0.334291189909,0.4890809953213,0.424763500690467,2,3,3,3,3,3,3,4,2,3,3,4,3,2
53033010302,TRUE,2,3,0.8056225180626,0.3116089701653,0.8617689609528,0.659666816393567,1,2,3,2,4,4,2,3,1,2,2,2,4,4
53033010401,TRUE,4,4,0.3827420473099,0.2986111044884,0.4130972027779,0.364816784858733,2,4,2,2,3,2,3,3,3,4,3,3,4,3
53033010402,TRUE,3,3,0.3056469261646,0.3724489808083,0.3366583585739,0.338251421848933,2,4,1,1,2,2,1,2,2,3,2,2,3,2
53033010501,TRUE,3,3,0.5968942046165,0.501428604126,0.650767326355,0.5830300450325,1,2,2,2,4,4,2,3,1,1,2,2,4,4
53033010502,TRUE,1,1,0.6463230252266,0.5981848239899,0.6933261156082,0.645944654941567,1,2,1,1,4,3,1,2,1,1,1,1,4,4
53033010601,TRUE,1,1,0.5980419516563,0.6540158987045,0.6133378148079,0.621798555056233,1,2,2,2,3,2,1,1,1,2,1,1,4,3
53033010602,TRUE,1,2,0.6328611969948,0.6886878013611,0.5738658308983,0.631804943084733,1,2,3,3,3,2,2,2,1,1,3,3,4,3
53033010701,TRUE,3,4,0.4494242072105,0.3639774918556,0.6137684583664,0.475723385810833,1,3,3,3,3,3,3,4,1,3,3,4,4,4
53033010702,TRUE,4,4,0.476174145937,0.2550091147423,0.4868301451206,0.406004468599967,2,3,3,3,4,4,4,4,2,3,4,4,4,3
53033010800,TRUE,2,3,0.5557713508606,0.3971789181232,0.4748150706291,0.475921779870967,1,3,4,4,2,2,3,3,1,3,2,2,2,2
53033010900,TRUE,2,2,0.4631015956402,0.5727272629738,0.5055248737335,0.513784577449167,1,3,4,4,3,3,4,4,2,3,2,2,4,4
53033011001,TRUE,4,4,0.2487548440695,0.238336712122,0.3236062824726,0.270232612888033,3,4,4,4,4,3,4,4,4,4,2,2,4,4
53033011002,TRUE,4,4,0.2126499414444,0.2135416716337,0.2646391391754,0.230276917417833,3,4,4,4,3,3,4,4,4,4,3,3,4,3
53033011101,TRUE,4,4,0.3173758983612,0.2296072542667,0.4052545130253,0.317412555217733,3,4,4,4,3,3,3,3,3,4,3,4,4,4
53033011102,TRUE,3,3,0.566809296608,0.5716522932053,0.5364279150963,0.558296501636533,1,2,4,3,3,3,2,3,2,3,3,3,3,3
53033011200,TRUE,4,4,0.2686510980129,0.1395076215267,0.2765853703022,0.228248029947267,4,4,4,4,4,4,4,4,4,4,4,4,4,4
53033011300,TRUE,4,4,0.3544126451015,0.4389204382896,0.4211517870426,0.404828290144567,2,3,4,4,4,3,3,3,2,3,2,3,4,4
53033011401,TRUE,3,3,0.3568681180477,0.3297975063324,0.3828665614128,0.356510728597633,2,4,4,4,3,3,3,3,2,3,3,3,3,3
53033011402,TRUE,4,4,0.3630933761597,0.1829521805048,0.3725490272045,0.306198194623,3,4,4,3,4,4,3,4,2,3,2,2,4,4
53033011500,TRUE,1,1,0.5534340143204,0.4902755022049,0.5715827345848,0.538430750370033,1,2,3,3,2,2,2,2,1,2,3,3,2,1
53033011601,TRUE,1,1,0.7359356880188,0.6950430870056,0.7447947859764,0.725257853666933,1,1,2,1,1,1,1,1,1,2,1,2,1,1
53033011602,TRUE,1,1,0.726121544838,0.5762514472008,0.6374113559723,0.646594782670367,1,2,2,2,2,1,1,1,1,2,1,1,3,2
53033011700,TRUE,4,4,0.2282965779305,0.3026851117611,0.2433718591928,0.258117849628133,3,4,3,3,3,3,3,4,4,4,2,2,2,2
53033011801,TRUE,4,4,0.4056525230408,0.3277962207794,0.3943203091621,0.375923017660767,2,3,3,3,3,3,3,3,3,4,3,3,3,3
53033011802,TRUE,4,4,0.339892655611,0.1644794344902,0.3930905759335,0.299154222011567,3,4,4,4,4,3,4,4,3,4,4,4,4,4
53033011901,TRUE,3,4,0.3184590637684,0.5872033238411,0.3210762441158,0.408912877241767,2,3,2,1,1,1,2,3,2,3,3,4,3,3
53033011902,TRUE,3,3,0.3215535283089,0.2896305024624,0.3856823146343,0.332288781801867,2,4,4,4,1,1,4,4,2,3,2,2,2,2
53033012000,TRUE,1,1,0.5244225859642,0.608519256115,0.6326335668564,0.588525136311867,1,2,1,1,2,2,1,1,1,1,1,1,2,1
53033012100,TRUE,1,1,0.6501403450966,0.6887755393982,0.6691729426384,0.669362942377733,1,2,1,1,1,1,1,1,1,1,1,2,1,1
53033020100,TRUE,1,2,0.6713258624077,0.5427594184875,0.681881070137,0.6319887836774,1,2,3,3,1,1,2,3,1,2,1,1,1,1
53033020200,TRUE,3,3,0.4892018735409,0.4808743298054,0.5688675045967,0.512981235981,1,3,3,3,2,2,2,3,2,3,1,1,4,3
53033020301,TRUE,4,4,0.5196506381035,0.2559598386288,0.4925229251385,0.422711133956933,2,3,4,4,4,4,3,3,3,4,2,2,3,3
53033020302,TRUE,3,3,0.4106213152409,0.4275132417679,0.446438908577,0.428191155195267,2,3,4,4,3,3,2,3,3,4,1,1,3,2
53033020401,TRUE,3,3,0.3969813883305,0.4057508111,0.4559023082256,0.419544835885367,2,3,4,4,2,2,2,3,2,3,4,4,2,2
53033020402,TRUE,2,2,0.5473821759224,0.5021613836288,0.5235255360603,0.524356365203833,1,3,2,1,3,2,2,2,1,2,4,4,3,2
53033020500,TRUE,3,3,0.4879575073719,0.4690663814545,0.528505384922,0.4951764245828,1,3,3,3,3,2,2,2,2,3,2,3,3,2
53033020600,TRUE,2,3,0.4574868381023,0.4409090876579,0.490689009428,0.4630283117294,2,3,2,1,1,1,1,1,3,4,1,1,3,2
53033020700,TRUE,4,4,0.4663737714291,0.4129554629326,0.4496910870075,0.443006773789733,2,3,4,4,4,3,3,4,2,3,1,1,4,4
53033020800,TRUE,3,3,0.5925344824791,0.6113327741623,0.5495535731316,0.584473609924333,1,2,3,3,1,1,2,2,1,2,3,4,4,3
53033020900,TRUE,3,3,0.6726853847504,0.4976905286312,0.6378998160362,0.6027585764726,1,2,3,3,2,2,2,2,2,3,2,2,3,2
53033021000,TRUE,3,3,0.4598349928856,0.4959950447083,0.5,0.485276679197967,1,3,2,2,2,2,2,3,2,3,2,2,3,3
53033021100,TRUE,2,3,0.5853002667427,0.3822975456715,0.4832031130791,0.483600308497767,1,3,2,2,2,2,3,3,2,3,1,2,2,2
53033021300,TRUE,3,3,0.5269778370857,0.3806390762329,0.5079166889191,0.471844534079233,1,3,4,3,3,2,2,3,2,3,2,3,4,3
53033021400,TRUE,1,1,0.6399140357971,0.6582388877869,0.61398178339,0.637378235658,1,2,2,1,1,1,1,1,1,2,3,3,1,1
53033021500,TRUE,1,1,0.6713083982468,0.65234375,0.6436210870743,0.655757745107033,1,2,1,1,1,1,1,1,1,1,2,2,1,1
53033021600,TRUE,2,2,0.5738535523415,0.5534505844116,0.6075994372368,0.578301191329967,1,2,2,2,2,1,1,2,1,2,3,3,3,2
53033021701,TRUE,1,1,0.6505129337311,0.5880217552185,0.5717439055443,0.603426198164633,1,2,2,2,2,1,1,1,1,2,4,4,2,2
53033021702,TRUE,3,4,0.507513821125,0.4609665572643,0.5700254440308,0.512835274140033,1,3,2,2,3,3,2,3,1,3,2,3,4,3
53033021802,TRUE,3,3,0.5352970957756,0.4936569333076,0.4885540306568,0.505836019913333,1,3,3,2,3,2,1,1,1,2,3,3,2,2
53033021803,TRUE,2,2,0.479076474905,0.564689040184,0.5179743766785,0.5205799639225,1,3,1,1,3,2,1,2,1,2,2,3,2,2
53033021804,TRUE,3,3,0.5782454013824,0.3895394206047,0.4445599317551,0.470781584580733,1,3,4,4,3,3,2,2,3,4,3,4,4,3
53033021903,TRUE,3,3,0.5362574458122,0.4734540879726,0.5903650522232,0.533358862002667,1,2,4,4,3,2,1,2,1,3,4,4,4,4
53033021904,TRUE,2,3,0.5255651473999,0.471385538578,0.534618139267,0.5105229417483,1,3,2,1,3,2,3,3,1,3,2,2,1,1
53033021905,TRUE,3,3,0.5200747251511,0.355102032423,0.5496800541878,0.4749522705873,1,3,3,2,2,1,2,3,1,3,3,3,2,2
53033021906,TRUE,3,3,0.5869367718697,0.5304687619209,0.6228929758072,0.580099503199267,1,2,3,3,2,2,2,2,1,2,2,2,3,3
53033022001,TRUE,3,3,0.5621890425682,0.6129266619682,0.6363636255264,0.603826443354267,1,2,2,2,3,2,1,2,1,2,4,4,4,4
53033022003,TRUE,2,2,0.5785062909126,0.5241581201553,0.5787627696991,0.560475726922333,1,2,3,3,3,3,1,1,2,3,4,4,3,2
53033022005,TRUE,2,2,0.5838887095451,0.3640065193176,0.5853849053383,0.511093378067,1,3,3,3,4,3,2,2,1,2,2,3,3,2
53033022006,TRUE,2,2,0.6433285474777,0.6294416189194,0.6581291556358,0.6436331073443,1,2,1,1,3,2,2,3,1,2,1,1,3,2
53033022101,TRUE,2,2,0.5864864587784,0.613960146904,0.6771535873413,0.6258667310079,1,2,2,2,1,1,1,1,1,2,1,2,3,2
53033022102,TRUE,1,2,0.5853494405746,0.6046634912491,0.6433427929878,0.611118574937167,1,2,2,1,2,1,1,1,1,1,1,1,1,1
53033022201,TRUE,2,2,0.4294407367706,0.5526530742645,0.505212187767,0.495768666267367,1,3,2,2,2,2,1,2,1,3,3,4,2,2
53033022203,TRUE,1,2,0.7040420770645,0.5749690532684,0.618853867054,0.632621665795633,1,2,2,2,2,1,2,3,1,1,3,3,2,2
53033022204,TRUE,2,2,0.5445544719696,0.536612033844,0.5148147940636,0.531993766625733,1,2,3,3,3,3,3,4,1,2,3,4,2,1
53033022205,TRUE,1,2,0.6104881167412,0.474768280983,0.6117917299271,0.5656827092171,1,2,4,4,4,3,2,3,1,2,2,2,3,3
53033022300,TRUE,1,1,0.7030113935471,0.7158536911011,0.6802325844765,0.699699223041567,1,1,2,2,1,1,1,1,1,1,2,2,1,1
53033022401,TRUE,1,1,0.7870333790779,0.6862967014313,0.7644649147987,0.745931665102633,1,1,2,1,3,2,1,1,1,1,2,3,2,2
53033022402,TRUE,2,2,0.7700271010399,0.7070063352585,0.6381443142891,0.705059250195833,1,1,3,2,3,2,2,2,1,2,2,2,4,4
53033022501,TRUE,1,2,0.7258586883545,0.7193676233292,0.6414201259613,0.695548812548333,1,1,1,1,2,2,2,3,1,1,1,1,2,2
53033022502,TRUE,1,2,0.6471514105797,0.7768240571022,0.6475518345833,0.690509100755067,1,1,2,1,3,3,1,1,1,1,3,4,3,3
53033022603,TRUE,2,2,0.6298044323921,0.6340238451958,0.6550589799881,0.639629085858667,1,2,2,2,3,2,1,2,1,2,2,2,2,2
53033022604,TRUE,1,1,0.6835372447968,0.6633888483047,0.6992509365082,0.6820590098699,1,2,2,1,2,1,1,1,1,2,4,4,1,1
53033022605,TRUE,2,2,0.5078442692757,0.3884698152542,0.5281912684441,0.474835117658,1,3,1,1,4,4,2,2,1,2,1,2,3,2
53033022606,TRUE,1,2,0.6117595434189,0.5919428467751,0.5470905900002,0.583597660064733,1,2,2,2,3,3,1,1,1,2,2,2,3,2
53033022701,TRUE,1,2,0.7285981178284,0.8040379881859,0.7280788421631,0.753571649392467,1,1,3,2,4,3,2,2,1,1,1,1,2,2
53033022702,TRUE,1,1,0.7778220772743,0.6515837311745,0.6211151480675,0.683506985505433,1,1,3,3,2,2,2,2,2,3,1,1,2,1
53033022703,TRUE,2,2,0.6599423885345,0.5497207045555,0.6280130147934,0.6125587026278,1,2,3,3,1,1,2,3,1,2,2,3,2,1
53033022802,TRUE,1,2,0.7464055418968,0.630119740963,0.7317845821381,0.7027699549993,1,1,2,1,2,2,1,2,1,1,2,2,2,2
53033022803,TRUE,3,3,0.769263446331,0.5768132209778,0.7589988708496,0.7016918460528,1,1,2,2,4,4,2,3,1,1,2,3,4,3
53033022804,TRUE,2,2,0.7682956457138,0.4106858074665,0.6851089000702,0.6213634510835,1,2,2,2,4,4,2,3,1,2,2,2,3,3
53033022805,TRUE,1,2,0.8428520560265,0.5309898257256,0.8988247513771,0.7575555443764,1,1,2,1,4,3,1,1,1,1,1,1,4,4
53033022901,TRUE,1,2,0.6939846873283,0.5919913053513,0.754538834095,0.680171608924867,1,2,2,1,2,2,3,3,1,2,2,3,1,1
53033022902,TRUE,1,2,0.7409416437149,0.7158081531525,0.7732283473015,0.7433260480563,1,1,1,1,2,2,1,2,1,1,2,3,2,2
53033023000,TRUE,2,2,0.6893224716187,0.6923997998238,0.766560614109,0.716094295183833,1,1,1,1,3,2,1,1,1,1,3,3,4,3
53033023100,TRUE,1,2,0.7137293219566,0.6528029441833,0.6561617851257,0.674231350421867,1,2,1,1,2,2,1,2,1,2,1,1,2,2
53033023201,TRUE,3,3,0.7630137205124,0.3773923516273,0.7171369791031,0.619181017080933,1,2,2,2,4,4,3,3,1,1,3,4,4,4
53033023202,TRUE,4,4,0.4991233050823,0.3832644820213,0.4925023317337,0.4582967062791,2,3,4,4,4,4,3,4,3,4,1,1,4,4
53033023300,TRUE,3,3,0.5523952245712,0.5125072598457,0.6116977930069,0.558866759141267,1,2,3,3,3,2,3,3,3,4,2,2,1,1
53033023401,TRUE,3,3,0.6085206270218,0.5402930378914,0.6444122195244,0.5977419614792,1,2,2,2,3,3,2,3,1,2,2,3,4,3
53033023403,TRUE,1,2,0.6987522244453,0.659420311451,0.6564151644707,0.671529233455667,1,2,1,1,2,1,1,1,1,2,2,2,3,2
53033023404,TRUE,1,1,0.7141068577766,0.5657620429993,0.6257469058037,0.635205268859867,1,2,3,2,1,1,1,1,1,2,1,1,3,2
53033023500,TRUE,1,2,0.6344920396805,0.6323792934418,0.6406029462814,0.635824759801233,1,2,2,2,2,2,1,1,1,2,4,4,2,1
53033023601,TRUE,2,2,0.6505848169327,0.6269621253014,0.6317619681358,0.636436303456633,1,2,3,3,4,3,2,2,1,2,2,2,3,2
53033023603,TRUE,3,3,0.6582904458046,0.5243832468987,0.6024305820465,0.595034758249933,1,2,2,2,4,4,2,3,1,2,2,2,4,4
53033023604,TRUE,4,4,0.5465906858444,0.428481400013,0.517275094986,0.497449060281133,1,3,4,3,4,3,3,4,1,3,3,4,4,3
53033023701,TRUE,1,1,0.7376126050949,0.6591666340828,0.6982727050781,0.698350648085267,1,1,1,1,3,2,1,1,1,1,1,1,1,1
53033023702,TRUE,2,2,0.9473684430122,0.7662337422371,0.7820512652397,0.831884483496333,1,1,1,1,4,4,2,2,1,1,1,1,4,4
53033023801,TRUE,3,3,0.6769759654999,0.486425369978,0.6412749886513,0.601558774709733,1,2,3,3,4,4,1,2,1,2,2,3,3,2
53033023805,TRUE,1,2,0.755390048027,0.74526065588,0.7552255392075,0.751958747704833,1,1,3,3,4,4,1,1,1,1,1,1,4,3
53033023806,TRUE,2,2,0.8051995635033,0.681881070137,0.8312559723854,0.772778868675233,1,1,2,2,4,4,2,2,1,1,1,1,4,4
53033023807,TRUE,2,2,0.8171358108521,0.692515194416,0.8075233101845,0.7723914384842,1,1,3,2,4,4,1,2,1,1,2,2,4,4
53033023808,TRUE,2,2,0.7416267991066,0.5836575627327,0.8167239427567,0.714002768198667,1,1,3,3,4,4,2,2,1,1,1,1,4,4
53033023901,TRUE,3,3,0.6887270212173,0.6376696228981,0.6789159178734,0.668437520662933,1,2,2,1,3,2,2,2,1,1,4,4,4,3
53033023902,TRUE,1,1,0.8221303224564,0.8293299674988,0.7703927755356,0.8072843551636,1,1,1,1,1,1,1,1,1,1,1,1,1,1
53033024001,TRUE,1,1,0.6919564604759,0.7814045548439,0.72707426548,0.733478426933267,1,1,3,3,2,2,1,1,1,1,4,4,2,1
53033024002,TRUE,2,2,0.7589685916901,0.7388349175453,0.7440254688263,0.747276326020567,1,1,3,2,3,2,1,1,1,1,3,4,2,2
53033024100,TRUE,1,1,0.7625175118446,0.7817189693451,0.7459164857864,0.763384322325367,1,1,3,3,1,1,1,1,1,1,2,2,2,1
53033024200,TRUE,1,1,0.8084173798561,0.8037578463554,0.6899628043175,0.767379343509667,1,1,3,2,1,1,1,1,1,1,1,1,3,2
53033024301,TRUE,3,3,0.5926522016525,0.5140597224236,0.5775064826012,0.5614061355591,1,2,4,4,4,4,2,3,1,2,1,1,4,4
53033024302,TRUE,1,1,0.7573529481888,0.6755070090294,0.712590277195,0.715150078137733,1,1,4,3,2,2,1,2,1,1,1,1,1,1
53033024400,TRUE,3,3,0.7208561301231,0.501408457756,0.5901639461517,0.604142844676933,1,2,3,3,4,3,2,3,1,2,1,1,4,3
53033024500,TRUE,1,1,0.8026315569878,0.8231487870216,0.7133956551552,0.779725333054867,1,1,2,1,1,1,1,1,1,1,1,1,1,1
53033024601,TRUE,1,1,0.8625184893608,0.769230723381,0.7965193986893,0.809422870477033,1,1,2,2,1,1,1,1,1,1,1,1,1,1
53033024602,TRUE,1,1,0.8611220121384,0.8137172460556,0.7678676843643,0.814235647519433,1,1,1,1,1,1,1,1,1,1,2,2,1,1
53033024701,TRUE,3,3,0.5256191492081,0.4978494644165,0.4759140908718,0.499794234832133,1,3,2,1,3,3,1,2,2,3,2,2,3,2
53033024703,TRUE,1,1,0.6853417754173,0.6446826457977,0.6479367613792,0.659320394198067,1,2,1,1,1,1,1,1,1,2,2,3,1,1
53033024704,TRUE,3,3,0.5946755409241,0.5906593203545,0.5479224324226,0.577752431233733,1,2,2,2,3,2,3,4,1,2,2,2,1,1
53033024800,TRUE,3,3,0.4895448982716,0.5213622450829,0.5379485487938,0.5162852307161,1,3,3,3,3,3,3,3,1,3,2,2,3,2
53033024901,TRUE,1,1,0.7944803237915,0.7498282194138,0.7653631567955,0.769890566666933,1,1,1,1,1,1,1,1,1,1,1,1,2,1
53033024902,TRUE,1,1,0.7170474529266,0.7326297163963,0.5866084694862,0.678761879603033,1,2,1,1,1,1,1,1,1,2,1,1,2,1
53033024904,TRUE,1,1,0.7478469014168,0.8552486300468,0.6909722089767,0.764689246813433,1,1,1,1,1,1,1,1,1,1,2,2,1,1
53033024905,TRUE,1,1,0.8347107172012,0.7820513248444,0.7039067745209,0.773556272188833,1,1,1,1,1,1,1,1,1,1,3,3,1,1
53033025001,TRUE,2,2,0.7762796878815,0.7507676482201,0.700285077095,0.7424441377322,1,1,2,1,2,2,2,2,1,1,1,1,1,1
53033025005,TRUE,1,2,0.7443487644196,0.7420814633369,0.6341813206673,0.706870516141267,1,1,3,2,2,2,1,1,1,1,2,2,3,2
53033025006,TRUE,1,1,0.7148323059082,0.6915017366409,0.6408513188362,0.682395120461767,1,2,3,3,2,1,1,1,1,1,1,1,3,2
53033025007,TRUE,1,1,0.7200928926468,0.6754386425018,0.6286361813545,0.6747225721677,1,2,3,3,2,2,1,2,1,2,1,1,1,1
53033025008,TRUE,1,1,0.7611564993858,0.7637795805931,0.7306889295578,0.7518750031789,1,1,1,1,2,1,1,1,1,1,3,3,1,1
53033025101,TRUE,4,4,0.4137931168079,0.4345238208771,0.4484679698944,0.4322616358598,2,3,3,3,3,3,3,4,2,4,2,3,3,2
53033025103,TRUE,2,2,0.4311356544495,0.3559457361698,0.4659090936184,0.4176634947459,2,3,3,3,3,2,3,3,2,3,2,2,1,1
53033025104,TRUE,2,3,0.4683866202831,0.578589618206,0.5831711888313,0.543382475773467,1,2,1,1,1,1,1,2,2,3,1,1,2,2
53033025201,TRUE,3,3,0.4031358957291,0.3481171429157,0.4629807770252,0.404744605223333,2,3,3,3,2,2,2,3,2,3,2,2,2,1
