"GEOID","king_county","RPL_THEMES","RPL_THEMES_USA","RPL_THEMES_QUARTILE_WA","RPL_THEMES_QUARTILE_KC","AFFLUENCE16_20","PED3_16_20","PFAMINCGE125K16_20","PPROF16_20","AFFLUENCE16_20_armcreate","affluence_quartile_WA","affluence_quartile_KC","perc_burden_gte30","perc_burden_gte30_quartile_WA","perc_burden_gte30_quartile_KC","perc_renter","perc_renter_quartile_WA","perc_renter_quartile_KC","perc_lt150poverty","perc_lt150poverty_quartile_WA","perc_lt150poverty_quartile_KC","medianincome","medianincome_quartile_WA","medianincome_quartile_KC","perc_unemployed","perc_unemployed_quartile_WA","perc_unemployed_quartile_KC","perc_novehicle","perc_novehicle_quartile_WA","perc_novehicle_quartile_KC"
53053060300,FALSE,0.4101,0.4403,2,NA,0.4361185729504,0.4040020406246,0.3951486647129,0.5092050433159,0.436118582884467,2,NA,29.3865293865294,2,NA,35.1768092105263,3,NA,12.4018189334436,2,NA,51263,1,NA,2.72690272690273,2,NA,9.35220935220935,4,NA
53053060400,FALSE,0.0198,0.0492,1,NA,0.5239590406418,0.5048880577087,0.5229430198669,0.5440460443497,0.523959040641767,1,NA,27.2830402722632,2,NA,7.97687861271676,1,NA,3.95256916996047,1,NA,58991,1,NA,1.35371179039301,1,NA,0.510493477027794,1,NA
53053060500,FALSE,0.0662,0.056,1,NA,0.581267952919,0.573439180851,0.6100746393204,0.5602900981903,0.581267972787233,1,NA,25.1953125,2,NA,12.6363867038823,1,NA,4.64231354642313,1,NA,50625,1,NA,5.76676633917129,3,NA,2.9296875,2,NA
53053060600,FALSE,0.2528,0.2194,2,NA,0.5591066479683,0.5584672689438,0.5260016918182,0.5928509235382,0.559106628100067,1,NA,32.9813445969729,3,NA,40.7502131287298,3,NA,14.1995981245814,2,NA,44465,2,NA,4.01673640167364,2,NA,14.8891235480465,4,NA
53053060700,FALSE,0.1878,0.1761,1,NA,0.5814802646637,0.6368471980095,0.5472571253777,0.5603365302086,0.581480284531933,1,NA,32.7868852459016,3,NA,35.7661708751297,3,NA,8.92424766516776,2,NA,46778,2,NA,3.36817653890825,2,NA,5.04413619167718,3,NA
53053060800,FALSE,0.0577,0.0991,1,NA,0.5464532971382,0.5453380942345,0.5440705418587,0.5499511957169,0.546453277270033,1,NA,24.9899234179766,2,NA,25.0337251878975,2,NA,4.13366814757582,1,NA,60502,1,NA,0.58233581365254,1,NA,0.927045546150746,1,NA
53053060903,FALSE,0.5221,0.4704,3,NA,0.316839069128,0.3399378359318,0.2101449221373,0.4004344642162,0.3168390740951,3,NA,30.5203938115331,2,NA,31.3989004276115,3,NA,12.6485827491618,2,NA,38551,2,NA,7.99467021985343,4,NA,9.985935302391,4,NA
53053060904,FALSE,0.8314,0.7867,4,NA,0.277829438448,0.25,0.1838074326515,0.3996808826923,0.277829438447933,3,NA,33.7545126353791,3,NA,57.7665995975855,4,NA,14.7275992815805,2,NA,36658,3,NA,3.57692307692308,2,NA,10.0180505415162,4,NA
53053060906,FALSE,0.44,0.4078,2,NA,0.3578590154648,0.3201342225075,0.3607843220234,0.3926585018635,0.3578590154648,2,NA,35.0721420643729,3,NA,17.5501801338137,1,NA,9.57282552753474,2,NA,42844,2,NA,1.85589519650655,1,NA,9.43396226415094,4,NA
53053060907,FALSE,0.6963,0.6505,3,NA,0.3110020458698,0.3231338262558,0.2740213572979,0.3358509540558,0.311002045869833,3,NA,45.9503239740821,4,NA,52.8534031413613,4,NA,19.9214659685864,3,NA,28396,4,NA,5.38351595998094,3,NA,9.23326133909287,4,NA
